order_id,date,time
187,06-07-2015,19:37:12
188,07-07-2015,20:08:39
189,08-07-2015,20:12:14
190,09-07-2015,20:14:23
191,10-07-2015,20:24:50
192,11-07-2015,20:30:08
193,12-07-2015,20:55:47
194,13-07-2015,21:21:24
195,14-07-2015,21:25:20
196,15-07-2015,21:40:14
197,16-07-2015,21:47:48
198,17-07-2015,21:55:42
199,18-07-2015,22:10:38
200,19-07-2015,22:24:05
201,20-07-2015,22:29:59
202,21-07-2015,22:50:29
203,22-07-2015,11:30:48
204,23-07-2015,11:36:25
205,24-07-2015,11:43:54
206,25-07-2015,11:45:10
207,26-07-2015,12:03:58
208,27-07-2015,12:12:05
209,28-07-2015,12:29:17
210,29-07-2015,12:34:13
211,30-07-2015,12:54:20
212,31-07-2015,13:16:03
213,01-08-2015,13:20:39
214,02-08-2015,13:39:16
215,03-08-2015,13:44:49
216,04-08-2015,14:31:56
217,05-08-2015,14:35:03
218,06-08-2015,14:35:11
219,07-08-2015,14:42:01
220,08-08-2015,15:31:59
221,09-08-2015,15:33:18
222,10-08-2015,15:46:38
223,11-08-2015,16:08:20
224,12-08-2015,16:39:58
225,13-08-2015,16:41:48
226,14-08-2015,16:59:39
227,15-08-2015,17:24:39
228,16-08-2015,17:31:24
229,17-08-2015,17:37:57
230,18-08-2015,17:58:38
231,19-08-2015,18:04:18
232,20-08-2015,18:21:59
233,21-08-2015,18:26:51
234,22-08-2015,18:36:09
235,23-08-2015,18:51:30
236,24-08-2015,19:21:04
237,25-08-2015,19:27:48
238,26-08-2015,19:45:15
239,27-08-2015,19:57:52
240,28-08-2015,20:10:24
241,29-08-2015,20:11:25
242,30-08-2015,20:15:29
243,31-08-2015,20:26:17
244,01-09-2015,20:26:22
245,02-09-2015,20:28:41
246,03-09-2015,20:30:48
247,04-09-2015,20:55:29
248,05-09-2015,20:58:19
249,06-09-2015,21:06:16
250,07-09-2015,21:07:05
251,08-09-2015,21:10:05
252,09-09-2015,22:13:15
253,10-09-2015,22:16:18
254,11-09-2015,22:22:13
255,12-09-2015,11:23:35
256,13-09-2015,11:56:06
257,14-09-2015,11:59:04
258,15-09-2015,11:59:23
259,16-09-2015,12:04:25
260,17-09-2015,12:06:27
261,18-09-2015,12:38:29
262,19-09-2015,12:42:01
263,20-09-2015,12:57:22
264,21-09-2015,13:03:59
265,22-09-2015,13:04:42
266,23-09-2015,13:09:29
267,24-09-2015,13:37:50
268,25-09-2015,13:40:46
269,26-09-2015,13:49:34
270,27-09-2015,14:09:02
271,28-09-2015,14:22:19
272,29-09-2015,14:24:05
273,30-09-2015,14:28:00
274,01-10-2015,14:36:33
275,02-10-2015,14:38:14
276,03-10-2015,15:18:18
277,04-10-2015,15:41:50
278,05-10-2015,15:49:21
279,06-10-2015,16:07:03
280,07-10-2015,16:20:23
281,08-10-2015,16:33:48
282,09-10-2015,16:49:38
283,10-10-2015,16:51:43
284,11-10-2015,16:58:16
285,12-10-2015,16:58:38
286,13-10-2015,17:01:23
287,14-10-2015,17:30:09
288,15-10-2015,17:32:44
289,16-10-2015,17:36:23
290,17-10-2015,17:41:16
291,18-10-2015,17:44:39
292,19-10-2015,17:48:59
293,20-10-2015,17:58:38
294,21-10-2015,18:16:35
295,22-10-2015,18:20:12
296,23-10-2015,18:46:54
297,24-10-2015,19:02:18
298,25-10-2015,19:10:36
299,26-10-2015,19:34:31
300,27-10-2015,19:42:54
301,28-10-2015,19:45:58
302,29-10-2015,19:57:37
303,30-10-2015,20:02:51
304,31-10-2015,20:07:58
305,01-11-2015,20:35:40
306,02-11-2015,20:37:40
307,03-11-2015,21:45:38
308,04-11-2015,21:59:46
309,05-11-2015,11:39:06
310,06-11-2015,11:40:48
311,07-11-2015,11:57:27
312,08-11-2015,12:05:21
313,09-11-2015,12:09:09
314,10-11-2015,12:11:58
315,11-11-2015,12:17:40
316,12-11-2015,12:29:34
317,13-11-2015,12:31:00
318,14-11-2015,12:45:14
319,15-11-2015,12:46:22
320,16-11-2015,12:46:40
321,17-11-2015,12:56:21
322,18-11-2015,13:02:13
323,19-11-2015,13:05:33
324,20-11-2015,13:06:44
325,21-11-2015,13:07:32
326,22-11-2015,13:10:13
327,23-11-2015,13:10:54
328,24-11-2015,13:16:35
329,25-11-2015,13:22:44
330,26-11-2015,13:27:11
331,27-11-2015,13:43:30
332,28-11-2015,14:12:01
333,29-11-2015,14:16:36
334,30-11-2015,14:24:18
335,01-12-2015,14:24:47
336,02-12-2015,14:51:41
337,03-12-2015,15:03:12
338,04-12-2015,15:18:26
339,05-12-2015,15:25:13
340,06-12-2015,15:35:32
341,07-12-2015,15:35:47
342,08-12-2015,15:44:12
343,09-12-2015,15:45:37
344,10-12-2015,16:01:11
345,11-12-2015,16:01:47
346,12-12-2015,16:30:00
347,13-12-2015,16:37:17
348,14-12-2015,16:49:12
349,15-12-2015,17:25:58
350,16-12-2015,17:37:05
351,17-12-2015,17:37:29
352,18-12-2015,17:45:48
353,19-12-2015,17:59:48
354,20-12-2015,18:01:44
355,21-12-2015,18:14:45
356,22-12-2015,18:16:05
357,23-12-2015,18:27:58
358,24-12-2015,18:30:12
359,25-12-2015,18:33:08
360,26-12-2015,18:50:38
361,27-12-2015,19:12:38
362,28-12-2015,19:13:36
363,29-12-2015,19:20:31
364,30-12-2015,19:27:24
365,31-12-2015,19:37:26
366,01-01-2016,20:04:20
367,02-01-2016,20:05:12
368,03-01-2016,20:28:16
369,04-01-2016,20:30:06
370,05-01-2016,21:02:30
371,06-01-2016,21:15:20
372,07-01-2016,22:26:59
373,08-01-2016,11:45:18
374,09-01-2016,11:55:59
375,10-01-2016,11:58:36
376,11-01-2016,12:01:17
377,12-01-2016,12:03:18
378,13-01-2016,12:19:37
379,14-01-2016,12:25:37
380,15-01-2016,12:32:10
381,16-01-2016,12:33:06
382,17-01-2016,12:33:07
383,18-01-2016,12:43:59
384,19-01-2016,12:51:46
385,20-01-2016,12:54:19
386,21-01-2016,12:58:16
387,22-01-2016,13:03:14
388,23-01-2016,13:04:56
389,24-01-2016,13:10:17
390,25-01-2016,13:15:32
391,26-01-2016,13:25:31
392,27-01-2016,13:36:47
393,28-01-2016,13:48:31
394,29-01-2016,14:02:18
395,30-01-2016,14:11:08
396,31-01-2016,14:12:21
397,01-02-2016,14:31:10
398,02-02-2016,14:56:26
399,03-02-2016,15:47:49
400,04-02-2016,16:03:07
401,05-02-2016,16:08:35
402,06-02-2016,16:24:46
403,07-02-2016,16:26:10
404,08-02-2016,16:39:27
405,09-02-2016,16:44:16
406,10-02-2016,16:50:49
407,11-02-2016,16:56:42
408,12-02-2016,17:09:09
409,13-02-2016,17:15:04
410,14-02-2016,17:33:49
411,15-02-2016,17:58:09
412,16-02-2016,18:07:46
413,17-02-2016,18:11:32
414,18-02-2016,18:13:22
415,19-02-2016,18:16:23
416,20-02-2016,18:17:42
417,21-02-2016,18:24:40
418,22-02-2016,18:40:11
419,23-02-2016,19:02:31
420,24-02-2016,19:04:40
421,25-02-2016,19:21:58
422,26-02-2016,19:30:25
423,27-02-2016,19:45:07
424,28-02-2016,20:01:28
425,29-02-2016,20:21:19
426,01-03-2016,20:25:45
427,02-03-2016,21:49:00
428,03-03-2016,22:05:00
429,04-03-2016,22:16:53
430,05-03-2016,22:46:13
431,06-03-2016,11:17:13
432,07-03-2016,11:39:07
433,08-03-2016,11:49:50
434,09-03-2016,11:54:14
435,10-03-2016,12:06:09
436,11-03-2016,12:07:21
437,12-03-2016,12:07:54
438,13-03-2016,12:08:38
439,14-03-2016,12:13:08
440,15-03-2016,12:16:34
441,16-03-2016,12:16:58
442,17-03-2016,12:28:49
443,18-03-2016,12:34:20
444,19-03-2016,12:40:05
445,20-03-2016,12:57:39
446,21-03-2016,12:58:01
447,22-03-2016,13:02:00
448,23-03-2016,13:03:34
449,24-03-2016,13:04:15
450,25-03-2016,13:07:53
451,26-03-2016,13:19:06
452,27-03-2016,13:24:11
453,28-03-2016,13:27:14
454,29-03-2016,13:31:40
455,30-03-2016,13:39:14
456,31-03-2016,13:47:53
457,01-04-2016,13:59:04
458,02-04-2016,14:00:05
459,03-04-2016,14:14:02
460,04-04-2016,14:19:58
461,05-04-2016,14:21:19
462,06-04-2016,14:38:41
463,07-04-2016,14:40:28
464,08-04-2016,14:49:01
465,09-04-2016,14:55:23
466,10-04-2016,15:30:10
467,11-04-2016,15:33:13
468,12-04-2016,15:36:12
469,13-04-2016,15:37:18
470,14-04-2016,15:49:13
471,15-04-2016,16:20:26
472,16-04-2016,16:29:50
473,17-04-2016,16:41:27
474,18-04-2016,16:47:48
475,19-04-2016,17:15:17
476,20-04-2016,17:27:56
477,21-04-2016,17:30:04
478,22-04-2016,17:35:56
479,23-04-2016,17:37:03
480,24-04-2016,17:41:31
481,25-04-2016,17:41:37
482,26-04-2016,17:52:42
483,27-04-2016,17:54:05
484,28-04-2016,18:02:54
485,29-04-2016,18:07:31
486,30-04-2016,18:15:08
487,01-05-2016,18:30:16
488,02-05-2016,18:46:02
489,03-05-2016,18:48:43
490,04-05-2016,18:49:24
491,05-05-2016,19:01:12
492,06-05-2016,19:06:21
493,07-05-2016,19:31:47
494,08-05-2016,19:38:40
495,09-05-2016,19:42:52
496,10-05-2016,19:46:18
497,11-05-2016,19:49:26
498,12-05-2016,20:02:25
499,13-05-2016,21:10:46
500,14-05-2016,21:46:49
501,15-05-2016,21:51:31
502,16-05-2016,22:26:08
503,17-05-2016,11:16:21
504,18-05-2016,11:48:18
505,19-05-2016,11:55:10
506,20-05-2016,12:02:09
507,21-05-2016,12:06:03
508,22-05-2016,12:13:32
509,23-05-2016,12:13:58
510,24-05-2016,12:15:03
511,25-05-2016,12:18:21
512,26-05-2016,12:19:24
513,27-05-2016,12:22:48
514,28-05-2016,12:26:47
515,29-05-2016,13:07:37
516,30-05-2016,13:09:09
517,31-05-2016,13:09:11
518,01-06-2016,13:11:25
519,02-06-2016,13:15:20
520,03-06-2016,13:22:33
521,04-06-2016,13:43:07
522,05-06-2016,14:09:33
523,06-06-2016,14:42:14
524,07-06-2016,14:51:35
525,08-06-2016,15:08:46
526,09-06-2016,15:10:13
527,10-06-2016,15:23:37
528,11-06-2016,15:27:21
529,12-06-2016,15:31:01
530,13-06-2016,15:43:01
531,14-06-2016,15:58:10
532,15-06-2016,16:14:28
533,16-06-2016,16:28:43
534,17-06-2016,16:43:32
535,18-06-2016,17:08:47
536,19-06-2016,17:18:50
537,20-06-2016,17:23:52
538,21-06-2016,17:44:04
539,22-06-2016,17:51:34
540,23-06-2016,17:52:41
541,24-06-2016,18:07:47
542,25-06-2016,18:08:06
543,26-06-2016,18:23:59
544,27-06-2016,18:31:04
545,28-06-2016,18:46:28
546,29-06-2016,18:47:27
547,30-06-2016,18:49:23
548,01-07-2016,19:06:09
549,02-07-2016,19:06:34
550,03-07-2016,19:12:59
551,04-07-2016,19:26:24
552,05-07-2016,19:31:25
553,06-07-2016,20:14:47
554,07-07-2016,20:15:51
555,08-07-2016,20:18:25
556,09-07-2016,20:23:12
557,10-07-2016,20:30:06
558,11-07-2016,20:51:10
559,12-07-2016,21:10:16
560,13-07-2016,21:13:48
561,14-07-2016,21:47:56
562,15-07-2016,22:04:05
563,16-07-2016,22:19:03
564,17-07-2016,22:32:32
565,18-07-2016,12:11:19
566,19-07-2016,12:21:19
567,20-07-2016,12:27:47
568,21-07-2016,12:28:53
569,22-07-2016,12:37:10
570,23-07-2016,13:13:59
571,24-07-2016,13:14:47
572,25-07-2016,13:15:32
573,26-07-2016,13:39:33
574,27-07-2016,13:40:54
575,28-07-2016,13:41:04
576,29-07-2016,13:44:22
577,30-07-2016,13:45:00
578,31-07-2016,13:48:49
579,01-08-2016,13:51:19
580,02-08-2016,13:56:01
581,03-08-2016,14:13:01
582,04-08-2016,14:24:14
583,05-08-2016,14:33:19
584,06-08-2016,15:05:29
585,07-08-2016,15:58:42
586,08-08-2016,16:09:57
587,09-08-2016,16:32:36
588,10-08-2016,16:33:36
589,11-08-2016,17:12:39
590,12-08-2016,17:23:39
591,13-08-2016,17:32:54
592,14-08-2016,17:41:55
593,15-08-2016,17:48:57
594,16-08-2016,17:50:19
595,17-08-2016,18:12:28
596,18-08-2016,18:24:07
597,19-08-2016,18:32:36
598,20-08-2016,18:34:14
599,21-08-2016,18:34:27
600,22-08-2016,18:53:52
601,23-08-2016,18:58:19
602,24-08-2016,19:02:27
603,25-08-2016,19:03:11
604,26-08-2016,19:13:29
605,27-08-2016,19:23:51
606,28-08-2016,19:27:18
607,29-08-2016,19:36:16
608,30-08-2016,19:36:33
609,31-08-2016,19:39:32
610,01-09-2016,19:51:02
611,02-09-2016,19:58:10
612,03-09-2016,19:58:15
613,04-09-2016,20:10:44
614,05-09-2016,20:12:33
615,06-09-2016,20:14:03
616,07-09-2016,20:20:10
617,08-09-2016,20:27:26
618,09-09-2016,20:31:14
619,10-09-2016,20:41:58
620,11-09-2016,20:45:45
621,12-09-2016,20:49:29
622,13-09-2016,20:57:41
623,14-09-2016,21:21:21
624,15-09-2016,21:22:44
625,16-09-2016,21:50:23
626,17-09-2016,21:55:12
627,18-09-2016,22:18:35
628,19-09-2016,22:47:17
629,20-09-2016,22:48:39
630,21-09-2016,11:42:08
631,22-09-2016,11:44:36
632,23-09-2016,11:44:52
633,24-09-2016,11:51:45
634,25-09-2016,12:14:15
635,26-09-2016,12:18:31
636,27-09-2016,12:34:44
637,28-09-2016,12:44:10
638,29-09-2016,12:49:26
639,30-09-2016,13:23:21
640,01-10-2016,13:28:08
641,02-10-2016,13:37:46
642,03-10-2016,13:40:00
643,04-10-2016,13:43:19
644,05-10-2016,13:52:52
645,06-10-2016,14:03:45
646,07-10-2016,14:07:26
647,08-10-2016,14:07:35
648,09-10-2016,14:17:17
649,10-10-2016,14:29:23
650,11-10-2016,14:34:05
651,12-10-2016,14:49:35
652,13-10-2016,16:03:38
653,14-10-2016,16:18:23
654,15-10-2016,16:34:07
655,16-10-2016,16:43:33
656,17-10-2016,16:44:49
657,18-10-2016,16:45:47
658,19-10-2016,16:55:24
659,20-10-2016,16:56:39
660,21-10-2016,17:09:36
661,22-10-2016,17:18:14
662,23-10-2016,17:21:49
663,24-10-2016,17:29:14
664,25-10-2016,17:35:14
665,26-10-2016,17:42:23
666,27-10-2016,17:42:25
667,28-10-2016,18:13:08
668,29-10-2016,18:13:12
669,30-10-2016,18:40:44
670,31-10-2016,18:46:25
671,01-11-2016,19:18:42
672,02-11-2016,19:18:46
673,03-11-2016,19:28:13
674,04-11-2016,19:33:05
675,05-11-2016,19:33:19
676,06-11-2016,19:44:57
677,07-11-2016,19:51:09
678,08-11-2016,19:52:49
679,09-11-2016,20:31:02
680,10-11-2016,21:07:30
681,11-11-2016,21:29:50
682,12-11-2016,11:38:15
683,13-11-2016,11:39:08
684,14-11-2016,12:01:23
685,15-11-2016,12:11:46
686,16-11-2016,12:13:07
687,17-11-2016,12:21:09
688,18-11-2016,12:26:41
689,19-11-2016,12:33:22
690,20-11-2016,12:42:10
691,21-11-2016,12:45:53
692,22-11-2016,12:53:37
693,23-11-2016,13:04:24
694,24-11-2016,13:30:47
695,25-11-2016,13:33:06
696,26-11-2016,13:49:40
697,27-11-2016,13:58:56
698,28-11-2016,14:08:16
699,29-11-2016,14:27:03
700,30-11-2016,14:31:13
701,01-12-2016,14:33:39
702,02-12-2016,14:38:35
703,03-12-2016,15:08:01
704,04-12-2016,15:28:25
705,05-12-2016,15:31:00
706,06-12-2016,15:39:04
707,07-12-2016,15:41:32
708,08-12-2016,15:52:44
709,09-12-2016,15:53:56
710,10-12-2016,15:59:52
711,11-12-2016,16:21:10
712,12-12-2016,16:22:18
713,13-12-2016,16:31:56
714,14-12-2016,16:55:08
715,15-12-2016,17:05:33
716,16-12-2016,17:06:05
717,17-12-2016,17:24:44
718,18-12-2016,17:46:30
719,19-12-2016,17:52:27
720,20-12-2016,17:53:59
721,21-12-2016,18:17:15
722,22-12-2016,18:20:58
723,23-12-2016,18:21:04
724,24-12-2016,18:24:47
725,25-12-2016,18:33:14
726,26-12-2016,18:34:25
727,27-12-2016,18:44:57
728,28-12-2016,18:53:17
729,29-12-2016,19:20:41
730,30-12-2016,19:22:00
731,31-12-2016,19:27:47
732,01-01-2017,19:30:17
733,02-01-2017,19:57:36
734,03-01-2017,20:00:30
735,04-01-2017,20:35:34
736,05-01-2017,21:35:14
737,06-01-2017,11:31:34
738,07-01-2017,12:16:47
739,08-01-2017,12:19:38
740,09-01-2017,12:29:51
741,10-01-2017,12:49:09
742,11-01-2017,12:53:01
743,12-01-2017,13:08:32
744,13-01-2017,13:34:48
745,14-01-2017,13:36:53
746,15-01-2017,13:41:13
747,16-01-2017,14:15:02
748,17-01-2017,14:27:31
749,18-01-2017,14:29:23
750,19-01-2017,14:48:09
751,20-01-2017,15:07:35
752,21-01-2017,15:19:25
753,22-01-2017,15:22:11
754,23-01-2017,15:47:56
755,24-01-2017,15:50:49
756,25-01-2017,15:55:11
757,26-01-2017,16:10:34
758,27-01-2017,16:14:43
759,28-01-2017,16:14:56
760,29-01-2017,16:27:40
761,30-01-2017,16:30:20
762,31-01-2017,16:36:36
763,01-02-2017,16:38:57
764,02-02-2017,16:39:39
765,03-02-2017,17:11:41
766,04-02-2017,17:21:45
767,05-02-2017,17:21:48
768,06-02-2017,17:23:34
769,07-02-2017,17:43:17
770,08-02-2017,17:44:13
771,09-02-2017,17:59:32
772,10-02-2017,18:07:59
773,11-02-2017,18:18:15
774,12-02-2017,18:31:07
775,13-02-2017,18:42:12
776,14-02-2017,18:50:43
777,15-02-2017,19:10:20
778,16-02-2017,19:18:08
779,17-02-2017,19:19:58
780,18-02-2017,20:12:49
781,19-02-2017,20:31:17
782,20-02-2017,20:36:27
783,21-02-2017,21:17:08
784,22-02-2017,21:39:41
785,23-02-2017,11:28:44
786,24-02-2017,11:35:30
787,25-02-2017,11:45:30
788,26-02-2017,11:46:19
789,27-02-2017,11:51:37
790,28-02-2017,12:07:30
791,01-03-2017,12:23:54
792,02-03-2017,12:37:48
793,03-03-2017,12:38:27
794,04-03-2017,12:39:16
795,05-03-2017,12:42:17
796,06-03-2017,12:43:09
797,07-03-2017,12:50:01
798,08-03-2017,12:50:30
799,09-03-2017,12:51:29
800,10-03-2017,12:54:35
801,11-03-2017,13:10:53
802,12-03-2017,13:23:47
803,13-03-2017,13:37:51
804,14-03-2017,13:42:01
805,15-03-2017,14:07:52
806,16-03-2017,14:12:22
807,17-03-2017,14:15:29
808,18-03-2017,14:15:32
809,19-03-2017,14:26:17
810,20-03-2017,14:48:30
811,21-03-2017,14:48:56
812,22-03-2017,15:37:45
813,23-03-2017,16:09:29
814,24-03-2017,16:21:23
815,25-03-2017,16:38:00
816,26-03-2017,17:04:08
817,27-03-2017,17:10:38
818,28-03-2017,17:15:50
819,29-03-2017,17:21:39
820,30-03-2017,17:24:09
821,31-03-2017,17:37:26
822,01-04-2017,17:38:53
823,02-04-2017,17:42:17
824,03-04-2017,17:53:41
825,04-04-2017,18:06:06
826,05-04-2017,18:06:14
827,06-04-2017,18:09:48
828,07-04-2017,18:23:55
829,08-04-2017,18:27:42
830,09-04-2017,18:38:17
831,10-04-2017,18:38:20
832,11-04-2017,18:47:06
833,12-04-2017,19:07:45
834,13-04-2017,19:25:16
835,14-04-2017,19:56:01
836,15-04-2017,20:08:08
837,16-04-2017,20:12:27
838,17-04-2017,20:33:57
839,18-04-2017,20:40:40
840,19-04-2017,20:46:12
841,20-04-2017,20:57:40
842,21-04-2017,21:09:39
843,22-04-2017,21:32:21
844,23-04-2017,21:36:58
845,24-04-2017,21:42:56
846,25-04-2017,22:16:24
847,26-04-2017,11:37:03
848,27-04-2017,11:56:46
849,28-04-2017,12:08:30
850,29-04-2017,12:15:35
851,30-04-2017,12:20:22
852,01-05-2017,12:33:51
853,02-05-2017,12:36:39
854,03-05-2017,12:51:19
855,04-05-2017,12:56:54
856,05-05-2017,12:59:20
857,06-05-2017,13:01:53
858,07-05-2017,13:03:42
859,08-05-2017,13:05:13
860,09-05-2017,13:07:53
861,10-05-2017,13:08:44
862,11-05-2017,13:10:45
863,12-05-2017,13:12:29
864,13-05-2017,14:04:23
865,14-05-2017,14:10:00
866,15-05-2017,14:18:09
867,16-05-2017,14:19:28
868,17-05-2017,14:27:25
869,18-05-2017,14:31:43
870,19-05-2017,14:38:31
871,20-05-2017,14:45:22
872,21-05-2017,14:48:37
873,22-05-2017,15:06:15
874,23-05-2017,15:20:36
875,24-05-2017,15:23:21
876,25-05-2017,15:27:03
877,26-05-2017,15:32:59
878,27-05-2017,16:05:58
879,28-05-2017,16:12:57
880,29-05-2017,16:19:26
881,30-05-2017,16:40:04
882,31-05-2017,16:44:46
883,01-06-2017,16:56:05
884,02-06-2017,16:57:15
885,03-06-2017,16:57:55
886,04-06-2017,17:05:35
887,05-06-2017,17:13:58
888,06-06-2017,17:14:27
889,07-06-2017,17:27:51
890,08-06-2017,17:32:25
891,09-06-2017,17:43:34
892,10-06-2017,18:04:29
893,11-06-2017,18:15:22
894,12-06-2017,18:17:26
895,13-06-2017,18:18:11
896,14-06-2017,18:27:28
897,15-06-2017,18:53:07
898,16-06-2017,18:56:49
899,17-06-2017,19:06:14
900,18-06-2017,19:09:51
901,19-06-2017,19:16:11
902,20-06-2017,19:21:00
903,21-06-2017,19:27:22
904,22-06-2017,20:07:01
905,23-06-2017,20:12:06
906,24-06-2017,20:51:59
907,25-06-2017,20:54:32
908,26-06-2017,21:42:32
909,27-06-2017,11:19:25
910,28-06-2017,11:25:40
911,29-06-2017,11:36:00
912,30-06-2017,11:39:48
913,01-07-2017,11:55:24
914,02-07-2017,12:14:22
915,03-07-2017,12:20:22
916,04-07-2017,12:30:09
917,05-07-2017,12:34:15
918,06-07-2017,13:06:04
919,07-07-2017,13:11:15
920,08-07-2017,13:16:55
921,09-07-2017,13:18:32
922,10-07-2017,13:19:43
923,11-07-2017,13:23:29
924,12-07-2017,13:27:57
925,13-07-2017,13:42:47
926,14-07-2017,13:51:38
927,15-07-2017,13:59:21
928,16-07-2017,14:14:40
929,17-07-2017,14:24:45
930,18-07-2017,15:00:11
931,19-07-2017,15:27:24
932,20-07-2017,15:33:19
